Symbol,Industry,Price,Previous Close,Volume average,Last trade time
"EZFILL HOLDINGS, INC. (XNAS:EZFL)",Oil & Gas,0.61,0.6,125762,7/10/2022 23:22
EZGO Technologies Ltd. (XNAS:EZGO),Leisure Products,0.44,0.44,16755,7/10/2022 22:45
"EZCORP, INC. (XNAS:EZPW)",Banking Services,7.89,7.94,301773,7/10/2022 20:01
FORD MOTOR COMPANY (XNYS:F),Automobiles & Auto Parts,12.2,12.36,77077281,7/10/2022 23:59
FIRST ADVANTAGE CORPORATION (XNAS:FA),Professional & Commercial Services,13.2,13.6,405123,7/10/2022 20:10
FIGURE ACQUISITION CORP. I (XNYS:FACA),Holding Companies,9.86,9.87,169821,7/10/2022 23:00
Freedom Acquisition I Corp (XNYS:FACT),Holding Companies,9.95,9.91,99371,7/10/2022 23:00
FIRST AMERICAN FINANCIAL CORPORATION (XNYS:FAF),Insurance,47.72,49,745888,7/10/2022 23:00
First Tr/abrdn Gl Op Inc (XNYS:FAM),#FIELD!,5.45,5.53,30910,7/10/2022 23:00
"FARMMI, INC. (XNAS:FAMI)",Food & Tobacco,0.55,0.58,294892,7/10/2022 23:30
"DIAMONDBACK ENERGY, INC. (XNAS:FANG)",Oil & Gas,142.43,142.33,2409481,7/10/2022 23:55
Fanhua Inc. (XNAS:FANH),Insurance,5.35,5.65,34720,7/10/2022 21:05
FARMER BROS. CO. (XNAS:FARM),Food & Tobacco,4.77,4.92,86575,7/10/2022 23:29
"FARO TECHNOLOGIES, INC. (XNAS:FARO)",Electronic Equipment & Parts,27.27,29.22,107121,7/10/2022 20:01
Fastenal Company (XNAS:FAST),"Machinery, Equipment & Components",45.85,47.38,3608548,7/10/2022 22:45
FAT BRANDS INC. (XNAS:FAT),Hotels & Entertainment Services,7.5,7.8,6401,7/10/2022 20:00
FAT BRANDS INC. (XNAS:FATBB),Hotels & Entertainment Services,7.55,8.21,1156,7/10/2022 23:06
FAT BRANDS INC. (XNAS:FATBP),Hotels & Entertainment Services,18,17.56,6267,7/10/2022 20:10
"FATE THERAPEUTICS, INC. (XNAS:FATE)",Biotechnology & Medical Research,21.47,23.22,1334682,7/10/2022 23:12
FATHOM DIGITAL MANUFACTURING CORPORATION (XNYS:FATH),"Machinery, Equipment & Components",1.97,1.93,86499,7/10/2022 23:00
FAT PROJECTS ACQUISITION CORP (XNAS:FATP),Holding Companies,9.98,9.96,26612,7/10/2022 20:00
"ABRDN ASIA-PACIFIC INCOME FUND, INC. (XNYS:FAX)",Collective Investments,2.51,2.55,1261237,8/10/2022 0:00
FAZE HOLDINGS INC. (XNAS:FAZE),Software & IT Services,5.64,5.44,1058510,7/10/2022 23:59
"FLAGSTAR BANCORP, INC. (XNYS:FBC)",Banking Services,32.37,33.68,519768,7/10/2022 23:00
"FORTUNE BRANDS HOME & SECURITY, INC. (XNYS:FBHS)",Homebuilding & Construction Supplies,56.76,58.89,1339279,7/10/2022 23:00
"FORTRESS BIOTECH, INC. (XNAS:FBIO)",Pharmaceuticals,0.88,0.9,173578,7/10/2022 22:50
"FORTRESS BIOTECH, INC. (XNAS:FBIOP)",Pharmaceuticals,20.2,20.35,11649,7/10/2022 20:00
"FIRST BUSINESS FINANCIAL SERVICES, INC. (XNAS:FBIZ)",Banking Services,33.07,33.41,20463,7/10/2022 20:01
FB Financial Corporation (XNYS:FBK),Banking Services,38.71,39.26,145494,7/10/2022 23:00
"THE FIRST BANCSHARES, INC. (XNAS:FBMS)",Banking Services,30.36,30.18,122361,7/10/2022 20:01
FIRST BANCORP (XNAS:FBNC),Banking Services,37.6,38.21,165319,7/10/2022 20:01
"THE FIRST BANCORP, INC. (XNAS:FNLC)",Banking Services,27.72,28.13,13941,7/10/2022 20:04
"FRANKLIN BSP REALTY TRUST, INC. (XNYS:FBRT)",Residential & Commercial REIT,11.11,11.09,502161,7/10/2022 23:00
"FORTE BIOSCIENCES, INC. (XNAS:FBRX)",Biotechnology & Medical Research,1.09,1.11,95008,7/10/2022 20:54
FRANKLIN COVEY CO. (XNYS:FC),Professional & Business Education,45.83,47.15,80854,7/10/2022 23:00
"FIRST CAPITAL, INC. (XNAS:FCAP)",Banking Services,24.78,26.33,2730,7/10/2022 20:00
Fortress Capital Acquisition Corp (XNYS:FCAX),Holding Companies,9.97,9.97,196533,7/10/2022 23:00
"First Community Bankshares, Inc. (XNAS:FCBC)",Banking Services,32.62,33.18,30223,7/10/2022 20:01
FIRST COMMUNITY CORPORATION (XNAS:FCCO),Banking Services,17.16,17.19,10300,7/10/2022 20:00
"FUELCELL ENERGY, INC. (XNAS:FCEL)",Renewable Energy,3.11,3.27,10708438,7/10/2022 23:59
FIRST COMMONWEALTH FINANCIAL CORPORATION (XNYS:FCF),Banking Services,13.1,13.4,491909,7/10/2022 23:00
"FIRSTCASH HOLDINGS, INC. (XNAS:FCFS)",Banking Services,77.79,78.76,262103,7/10/2022 20:10
"FTI CONSULTING, INC. (XNYS:FCN)",Professional & Commercial Services,172.69,171.66,267516,7/10/2022 23:00
"FIRST CITIZENS BANCSHARES, INC. (XNAS:FCNCA)",Banking Services,825.66,843.46,138740,7/10/2022 20:41
FIRST-CITIZENS BANK & TRUST COMPANY (XNAS:FCNCO),Banking Services,21.31,21.62,19144,7/10/2022 20:00
"FIRST CITIZENS BANCSHARES, INC. (XNAS:FCNCP)",Banking Services,21.1,21.39,18769,7/10/2022 20:00
abrdn Global Income (XNYS:FCO),#FIELD!,4.55,4.63,59248,7/10/2022 20:10
"FOUR CORNERS PROPERTY TRUST, INC. (XNYS:FCPT)",Residential & Commercial REIT,23.07,23.51,397153,7/10/2022 23:00
"First Eagle Alternative Capital BDC, Inc (XNAS:FCRD)",Investment Banking & Investment Services,3.96,4.13,154869,7/10/2022 20:03
"First Eagle Alternative Capital BDC, Inc (XNYS:FCRX)",Investment Banking & Investment Services,23.42,23.34,2580,7/10/2022 23:00
First Tr Sr Fltg RI II (XNYS:FCT),#FIELD!,9.91,9.99,116706,7/10/2022 23:00
FOCUS UNIVERSAL INC. (XNAS:FCUV),Software & IT Services,9.19,9.5,64503,7/10/2022 20:01
FREEPORT-MCMORAN INC. (XNYS:FCX),Metals & Mining,28.95,29.82,17324219,7/10/2022 23:59
"FIDELITY D & D BANCORP, INC. (XNAS:FDBC)",Banking Services,41.32,41.7,8763,7/10/2022 20:01
First Trust Dyn Eur Eq I (XNYS:FDEU),#FIELD!,9.65,9.87,54809,7/10/2022 23:00
"4D MOLECULAR THERAPEUTICS, INC. (XNAS:FDMT)",Biotechnology & Medical Research,7.12,7.62,384454,7/10/2022 20:51
FRESH DEL MONTE PRODUCE INC. (XNYS:FDP),Food & Tobacco,23.67,23.79,248991,7/10/2022 23:00
FIDUS INVESTMENT CORPORATION (XNAS:FDUS),Collective Investments,17.41,17.67,95061,7/10/2022 20:00
FEDEX CORPORATION (XNYS:FDX),Freight & Logistics Services,154.41,155.19,5650760,7/10/2022 23:59
FIRSTENERGY CORP. (XNYS:FE),Electrical Utilities & IPPs,36.1,36.85,4354480,7/10/2022 23:00
"5E Advanced Materials, Inc. (XNAS:FEAM)",Metals & Mining,10.16,11.7,306458,7/10/2022 20:00
Four Seasons Education (Cayman) Inc. (XNYS:FEDU),"School, College & University",11.31,11.86,2532,7/10/2022 23:00
First Trust MLP Ener&Inc (XNYS:FEI),#FIELD!,7.39,7.51,120306,7/10/2022 23:00
"FREQUENCY ELECTRONICS, INC. (XNAS:FEIM)","Machinery, Equipment & Components",5.24,5.43,10726,7/10/2022 20:00
"FRANKLIN ELECTRIC CO., INC. (XNAS:FELE)","Machinery, Equipment & Components",83.83,85.73,164670,7/10/2022 20:01
FEMASYS INC. (XNAS:FEMY),Healthcare Equipment & Supplies,1.33,1.18,13103,7/10/2022 23:51
First Tr Energy Inc & Gr (XNYS:FEN),#FIELD!,15.04,15.13,87475,7/10/2022 20:10
FENNEC PHARMACEUTICALS INC. (XNAS:FENC),Biotechnology & Medical Research,7.78,7.93,250039,7/10/2022 20:00
Phoenix New Media Limited (XNYS:FENG),Media & Publishing,4.77,4.69,11000,7/10/2022 23:00
First Tr/abrdn Emerg Op (XNYS:FEO),#FIELD!,8.95,9.1,37591,7/10/2022 23:00
FERGUSON PLC (XNYS:FERG),Homebuilding & Construction Supplies,109.26,112.84,733337,7/10/2022 23:00
"FORUM ENERGY TECHNOLOGIES, INC. (XNYS:FET)",Oil & Gas Related Equipment and Services,23.74,22.46,34480,7/10/2022 23:00
Fintech Ecosystem Development Corp (XNAS:FEXD),Holding Companies,10.09,10.07,6337,5/10/2022 20:00
FUTUREFUEL CORP. (XNYS:FF),Renewable Energy,5.87,6.03,202117,7/10/2022 23:00
First Tr Enh Equity Inc (XNYS:FFA),#FIELD!,14.76,15.05,50333,7/10/2022 23:00
FIRST FINANCIAL BANCORP. (XNAS:FFBC),Banking Services,21.8,22.27,308728,7/10/2022 20:02
"FFBW, INC. (XNAS:FFBW)",Banking Services,12,12.08,9229,7/10/2022 20:00
Flrty&Crumrine Pf&In Sec (XNYS:FFC),#FIELD!,14.97,15.41,198764,7/10/2022 23:00
"Fuwei Films (Holdings) Co., Ltd. (XNAS:FFHL)",Chemicals,7.94,7.4,17744,7/10/2022 20:00
FLUSHING FINANCIAL CORPORATION (XNAS:FFIC),Banking Services,19.56,19.8,128665,7/10/2022 20:01
FARADAY FUTURE INTELLIGENT ELECTRIC INC. (XNAS:FFIE),Automobiles & Auto Parts,0.64,0.71,34865762,7/10/2022 23:59
"FIRST FINANCIAL BANKSHARES, INC. (XNAS:FFIN)",Banking Services,43.02,43.82,389005,7/10/2022 20:08
"F5, INC. (XNAS:FFIV)",Software & IT Services,144.17,152.24,485672,7/10/2022 21:06
"FIRST FINANCIAL NORTHWEST, INC. (XNAS:FFNW)",Banking Services,15,15.11,6483,7/10/2022 20:00
FIRST FOUNDATION INC. (XNAS:FFWM),Banking Services,17.87,18.7,212805,7/10/2022 20:10
First Tr Spec Fin&Finl (XNYS:FGB),#FIELD!,2.95,2.94,52817,7/10/2022 23:00
"FIRST GUARANTY BANCSHARES, INC. (XNAS:FGBI)",Banking Services,22.09,22.25,13770,7/10/2022 20:01
"FIRST GUARANTY BANCSHARES, INC. (XNAS:FGBIP)",Banking Services,24.01,24.01,1611,7/10/2022 20:00
"FIBROGEN, INC. (XNAS:FGEN)",Biotechnology & Medical Research,14.72,14.26,648379,7/10/2022 23:30
"FG FINANCIAL GROUP, INC. (XNAS:FGF)",Insurance,1.62,1.6,21876,7/10/2022 20:00
"FG FINANCIAL GROUP, INC. (XNAS:FGFPP)",Insurance,17.92,19.72,3661,7/10/2022 20:00
FGI Industries Ltd. (XNAS:FGI),Specialty Retailers,2.19,2.3,22624,7/10/2022 20:00
FG MERGER CORP. (XNAS:FGMC),Holding Companies,10,10.01,4270,5/10/2022 20:00
FG MERGER UNT (XNAS:FGMCU),#FIELD!,10.01,10.01,1513,7/10/2022 20:00
"FIRST HAWAIIAN, INC. (XNAS:FHB)",Banking Services,24.98,25.59,636201,7/10/2022 20:18
"FEDERATED HERMES, INC. (XNYS:FHI)",Investment Banking & Investment Services,32.1,33.02,799839,7/10/2022 23:00
Future Health ESG Corp. (XNAS:FHLT),Holding Companies,10.03,10.03,48289,7/10/2022 20:00
FUTURE HEALTH ESG UNT (XNAS:FHLTU),#FIELD!,10.07,10.14,225,5/10/2022 13:59
FIRST HORIZON CORPORATION (XNYS:FHN),Banking Services,23.02,23.04,4055990,7/10/2022 23:56
"First High-School Education Group Co., Ltd. (XNYS:FHS)","School, College & University",0.59,0.59,160206,7/10/2022 23:00
FOGHORN THERAPEUTICS INC. (XNAS:FHTX),Biotechnology & Medical Research,8.14,8.43,78145,7/10/2022 20:01
Focus Impact Acquisition Corp (XNAS:FIAC),Holding Companies,9.99,9.98,40881,6/10/2022 20:00
FOCUS IMPACT ACQUISITION UNT (XNAS:FIACU),#FIELD!,10.02,10,3839,6/10/2022 19:25
"FIRST INTERSTATE BANCSYSTEM, INC. (XNAS:FIBK)",Banking Services,41.51,42.18,782074,7/10/2022 20:01
FAIR ISAAC CORPORATION (XNYS:FICO),Software & IT Services,402.2,413.82,218901,7/10/2022 23:00
Frontier Investment Corp (XNAS:FICV),Holding Companies,9.83,9.82,24120,7/10/2022 20:00
FRONTIER INVESTMENT UNT (XNAS:FICVU),#FIELD!,9.81,9.83,8604,7/10/2022 20:00
First Trust Energy Infra (XNYS:FIF),#FIELD!,13.43,13.78,52369,7/10/2022 23:00
"FIGS, INC. (XNYS:FIGS)",Specialty Retailers,8.56,8.85,4425457,7/10/2022 23:39
MARLIN TECHNOLOGY CORPORATION (XNAS:FINM),Holding Companies,9.98,9.97,79196,7/10/2022 19:59
MARLIN TECHNOLOGY UNT (XNAS:FINMU),#FIELD!,9.97,9.95,2274,4/10/2022 18:33
ANGEL OAK FINANCIAL STRATEGIES INCOME TERM TRUST (XNYS:FINS),Collective Investments,13.05,13.29,57930,7/10/2022 23:00
FinVolution Group (XNYS:FINV),Software & IT Services,4.6,4.8,354592,7/10/2022 23:00
FINWISE BANCORP (XNAS:FINW),Banking Services,8.7,8.9,42950,7/10/2022 20:00
FTAI INFRASTRUCTURE INC. (XNAS:FIP),Aerospace & Defense,2.57,2.64,1152486,7/10/2022 20:00
"FIDELITY NATIONAL INFORMATION SERVICES, INC. (XNYS:FIS)",Financial Technology (Fintech) & Infrastructure,77.1,77.65,5312343,7/10/2022 23:13
"FINANCIAL INSTITUTIONS, INC. (XNAS:FISI)",Banking Services,24.06,24.68,42003,7/10/2022 20:01
"FISERV, INC. (XNAS:FISV)",Professional & Commercial Services,98.7,99.08,4360414,7/10/2022 22:12
FIFTH THIRD BANCORP (XNAS:FITB),Banking Services,33.1,33.53,4466080,7/10/2022 22:17
FIFTH THIRD BANCORP (XNAS:FITBI),Banking Services,25.15,25.07,37031,7/10/2022 20:00
FIFTH THIRD BANCORP (XNAS:FITBO),Banking Services,20.97,21.18,15469,7/10/2022 20:00
FIFTH THIRD BANCORP (XNAS:FITBP),Banking Services,23.59,23.62,10308,7/10/2022 19:56
"FIVE BELOW, INC. (XNAS:FIVE)",Diversified Retail,140.1,144.61,1052302,7/10/2022 20:21
"FIVE9, INC. (XNAS:FIVN)",Software & IT Services,76.97,81.45,986885,7/10/2022 20:34
"COMFORT SYSTEMS USA, INC. (XNYS:FIX)",Construction & Engineering,100.76,103.31,172637,7/10/2022 23:00
"HOMOLOGY MEDICINES, INC. (XNAS:FIXX)",Biotechnology & Medical Research,1.46,1.51,240404,7/10/2022 23:52
NATIONAL BEVERAGE CORP. (XNAS:FIZZ),Beverages,39,39.78,231077,7/10/2022 21:14
FRANKLIN WIRELESS CORP. (XNAS:FKWL),Communications & Networking,2.92,3.02,8598,7/10/2022 20:00
"FOOT LOCKER, INC. (XNYS:FL)",Specialty Retailers,31.57,31.89,2436428,7/10/2022 23:00
Frazier Lifesciences Acquisition Corp (XNAS:FLAC),Holding Companies,9.97,9.97,41263,7/10/2022 20:00
FRAZIER LIFESCIENCES ACQUISITION UNT (XNAS:FLACU),#FIELD!,10.15,10.15,3546,3/10/2022 19:53
"FIRST LIGHT ACQUISITION GROUP, INC. (XNYS:FLAG)",Holding Companies,9.88,9.89,198311,7/10/2022 23:00
Flrty&Crumrine Tot Rtn (XNYS:FLC),#FIELD!,15.44,15.76,30124,7/10/2022 23:00
FLEX LTD. (XNAS:FLEX),Electronic Equipment & Parts,17.73,18.11,4271981,7/10/2022 22:03
FEUTUNE LIGHT ACQUISITION CORPORATION (XNAS:FLFV),Holding Companies,9.99,9.97,26946,4/10/2022 20:00
Flora Growth Corp. (XNAS:FLGC),Healthcare Providers & Services,0.68,0.78,505576,7/10/2022 23:58
"FULGENT GENETICS, INC. (XNAS:FLGT)",Healthcare Providers & Services,37.62,38.45,299740,7/10/2022 21:15
THE FIRST OF LONG ISLAND CORPORATION (XNAS:FLIC),Banking Services,17.27,17.75,59388,7/10/2022 20:01
FLJ Group Limited (XNAS:FLJ),Real Estate Operations,2,2,5063,7/10/2022 20:00
"FULL HOUSE RESORTS, INC. (XNAS:FLL)",Hotels & Entertainment Services,5.56,5.77,90764,7/10/2022 21:37
FLAME ACQUISITION CORP. (XNYS:FLME),Holding Companies,9.86,9.86,157180,7/10/2022 23:00
Fluence Energy Inc (XNAS:FLNC),"Machinery, Equipment & Components",14.4,15.25,981798,7/10/2022 20:51
FLEX LNG LTD. (XNYS:FLNG),Oil & Gas Related Equipment and Services,30.22,29.9,631050,7/10/2022 23:59
"FLUENT, INC. (XNAS:FLNT)",Media & Publishing,1.36,1.41,91833,7/10/2022 20:44
"FLOWERS FOODS, INC. (XNYS:FLO)",Food & Tobacco,24.55,24.66,1273091,7/10/2022 23:00
FLUOR CORPORATION. (XNYS:FLR),Construction & Engineering,28.36,28.93,1772827,7/10/2022 23:00
FLOWSERVE CORPORATION (XNYS:FLS),"Machinery, Equipment & Components",25.63,26.51,1474514,7/10/2022 23:00
"FLEETCOR TECHNOLOGIES, INC. (XNYS:FLT)",Professional & Commercial Services,179.59,182.24,639800,7/10/2022 23:13
"FLUX POWER HOLDINGS, INC. (XNAS:FLUX)","Machinery, Equipment & Components",3.01,3.09,40162,7/10/2022 20:00
"1-800-FLOWERS.COM, INC. (XNAS:FLWS)",Specialty Retailers,5.9,6.17,1034756,7/10/2022 21:41
"Flexsteel Industries, Inc. (XNAS:FLXS)",Household Goods,14.81,15.62,17796,7/10/2022 20:00
Soar Technology Acquisition Corp (XNYS:FLYA),Holding Companies,10.29,10.29,55345,7/10/2022 23:00
FLYWIRE CORPORATION (XNAS:FLYW),Professional & Commercial Services,22.71,23.86,1052978,7/10/2022 20:00
"FARMERS & MERCHANTS BANCORP, INC. (XNAS:FMAO)",Banking Services,26.83,27.25,27940,7/10/2022 20:01
"FIRST MID BANCSHARES, INC. (XNAS:FMBH)",Banking Services,31.98,32.51,33063,7/10/2022 20:01
FMC CORPORATION (XNYS:FMC),Chemicals,110.76,111.97,847179,7/10/2022 23:28
Forum Merger IV Corp (XNAS:FMIV),Holding Companies,9.84,9.84,62879,6/10/2022 20:00
FORUM MERGER IV UNT (XNAS:FMIVU),#FIELD!,9.87,9.81,891,3/10/2022 20:00
Federated Hrms Prem Mu I (XNYS:FMN),#FIELD!,10.22,10.23,29478,7/10/2022 23:00
FARMERS NATIONAL BANC CORP. (XNAS:FMNB),Banking Services,12.59,12.69,109344,7/10/2022 20:01
Fresenius Medical Care AG & Co KGaA (XNYS:FMS),Healthcare Providers & Services,13.3,13.64,944536,7/10/2022 23:00
"FORMA THERAPEUTICS HOLDINGS, INC. (XNAS:FMTX)",Biotechnology & Medical Research,19.96,19.95,3025904,7/10/2022 20:39
"Mexican Economic Development, Inc. (XNYS:FMX)",Beverages,63.67,65.01,595167,7/10/2022 23:00
First Trust Mtge Inc (XNYS:FMY),#FIELD!,11.31,11.39,6751,7/10/2022 23:00
FABRINET (XNYS:FN),Electronic Equipment & Parts,104.66,107.35,196079,7/10/2022 23:00
"Paragon 28, Inc. (XNYS:FNA)",Healthcare Equipment & Supplies,16.64,17.7,255501,7/10/2022 23:00
F.N.B. CORPORATION (XNYS:FNB),Banking Services,12.23,12.48,2107978,7/10/2022 23:00
"FNCB Bancorp, Inc. (XNAS:FNCB)",Banking Services,7.5,7.52,10799,7/10/2022 20:00
"FINCH THERAPEUTICS GROUP, INC. (XNAS:FNCH)",Biotechnology & Medical Research,1.73,1.86,60251,7/10/2022 20:27
"FLOOR & DECOR HOLDINGS, INC. (XNYS:FND)",Specialty Retailers,70,73.95,1442908,7/10/2022 23:00
"FIDELITY NATIONAL FINANCIAL, INC. (XNYS:FNF)",Insurance,38.57,39.49,1968203,7/10/2022 23:00
"FingerMotion, Inc. (XNAS:FNGR)",Software & IT Services,7.38,7.18,7013279,7/10/2022 23:59
FEDNAT HOLDING COMPANY (XNAS:FNHC),Insurance,0.19,0.2,6791077,7/10/2022 23:49
"FUNKO, INC. (XNAS:FNKO)",Leisure Products,21.35,21.31,700131,7/10/2022 23:49
"THE FIRST BANCORP, INC. (XNAS:FNLC)",Banking Services,27.72,28.13,13941,7/10/2022 20:04
Franco-Nevada Corporation (XNYS:FNV),Metals & Mining,120.16,125.39,641012,7/10/2022 23:00
Finnovate Acquisition Corp. (XNAS:FNVT),Holding Companies,10.09,10.07,34104,6/10/2022 14:52
FIRST NORTHWEST BANCORP (XNAS:FNWB),Banking Services,15.95,16.08,11873,7/10/2022 20:00
FINWARD BANCORP (XNAS:FNWD),Banking Services,33.88,34,1747,7/10/2022 21:57
FINANCE OF AMERICA COMPANIES INC. (XNYS:FOA),Banking Services,1.59,1.71,157762,7/10/2022 23:00
FOCUS FINANCIAL PARTNERS INC. (XNAS:FOCS),Investment Banking & Investment Services,33.17,33.63,346874,7/10/2022 20:01
Cohen & Steers CE Oppty (XNYS:FOF),#FIELD!,10.02,10.08,67756,7/10/2022 23:00
"AMICUS THERAPEUTICS, INC. (XNAS:FOLD)",Biotechnology & Medical Research,10.4,10.87,2588097,7/10/2022 20:01
FONAR CORPORATION (XNAS:FONR),Healthcare Equipment & Supplies,15.12,15.24,20597,7/10/2022 20:00
FORESTAR GROUP INC. (XNYS:FOR),Construction & Engineering,11.15,11.46,121598,7/10/2022 23:00
FORIAN INC. (XNAS:FORA),Software & IT Services,3.32,3.42,15036,7/10/2022 20:00
"FORWARD INDUSTRIES, INC. (XNAS:FORD)",Textiles & Apparel,1.35,1.38,46939,7/10/2022 21:12
"FORGEROCK, INC. (XNYS:FORG)",Software & IT Services,15.8,15.98,379950,7/10/2022 23:00
"FORMFACTOR, INC. (XNAS:FORM)",Semiconductors & Semiconductor Equipment,27.26,28.06,536102,7/10/2022 20:24
"FORRESTER RESEARCH, INC. (XNAS:FORR)",Media & Publishing,37.9,38.51,44096,7/10/2022 20:01
FORMULA SYSTEMS (1985) LTD (XNAS:FORTY),Software & IT Services,80.4,81.5,1144,7/10/2022 20:00
"FOSSIL GROUP, INC. (XNAS:FOSL)",Textiles & Apparel,3.61,3.73,1650285,7/10/2022 23:15
"FOSSIL GROUP, INC. (XNAS:FOSLL)",Textiles & Apparel,14.45,15.45,7607,7/10/2022 20:00
Shift4 Payments Inc (XNYS:FOUR),Professional & Commercial Services,46.22,48.39,765790,7/10/2022 23:00
FOX CORPORATION (XNAS:FOX),Media & Publishing,29.11,29.01,1253820,7/10/2022 23:54
FOX CORPORATION (XNAS:FOXA),Media & Publishing,31.37,31.17,2713233,7/10/2022 23:22
FOX FACTORY HOLDING CORP. (XNAS:FOXF),Automobiles & Auto Parts,82.28,84,234367,7/10/2022 20:24
FOXO TECHNOLOGIES INC. (XNYS:FOXO),Software & IT Services,1.25,1.32,904223,8/10/2022 0:00
FOXWAYNE ENTERPRISES ACQUISITION CORP. (XNAS:FOXW),Holding Companies,10.05,10.06,14805,7/10/2022 20:00
FAR PEAK ACQUISITION CORPORATION (XNYS:FPAC),Holding Companies,9.92,9.91,173102,7/10/2022 23:00
"FlexShopper, Inc. (XNAS:FPAY)",Software & IT Services,1.73,1.88,152501,7/10/2022 23:04
First Trust Int Dur P&I (XNYS:FPF),#FIELD!,16.25,16.47,191637,7/10/2022 23:00
"FIVE POINT HOLDINGS, LLC (XNYS:FPH)",Real Estate Operations,2.57,2.54,135909,7/10/2022 23:00
FARMLAND PARTNERS INC. (XNYS:FPI),Residential & Commercial REIT,12.93,12.82,555827,7/10/2022 23:59
First Trust NwOpps MLP&E (XNYS:FPL),#FIELD!,5.59,5.65,90327,7/10/2022 23:00
"FIRST INDUSTRIAL REALTY TRUST, INC. (XNYS:FR)",Residential & Commercial REIT,44.45,45.18,1441760,7/10/2022 23:00
Fraport Frankfurt Airport Services Worldwide AG (XFRA:FRA),Transport Infrastructure,38.13,38.5,183260,7/10/2022 20:05
FRANKLIN FINANCIAL SERVICES CORPORATION (XNAS:FRAF),Banking Services,31.86,31.76,4590,7/10/2022 20:00
FIRST BANK (XNAS:FRBA),Banking Services,13.88,14.03,18199,7/10/2022 20:01
"REPUBLIC FIRST BANCORP, INC. (XNAS:FRBK)",Banking Services,2.91,2.95,276269,7/10/2022 20:01
Forbion European Acquisition Corp. (XNAS:FRBN),Holding Companies,10.09,10.09,9415,6/10/2022 19:52
FIRST REPUBLIC BANK (XNYS:FRC),Banking Services,137.03,139.13,997284,7/10/2022 23:00
"FRIEDMAN INDUSTRIES, INCORPORATED (XNYS:FRD)",Metals & Mining,7.26,7.49,26858,8/10/2022 0:00
"WHOLE EARTH BRANDS, INC. (XNAS:FREE)",Food & Tobacco,3.57,3.58,322252,7/10/2022 20:31
"FREQUENCY THERAPEUTICS, INC. (XNAS:FREQ)",Biotechnology & Medical Research,1.82,1.89,106771,7/10/2022 20:42
FREYR Battery SA (XNYS:FREY),"Machinery, Equipment & Components",14.74,15.29,4361464,7/10/2022 23:58
"Franchise Group, Inc. (XNAS:FRG)",Specialty Retailers,25.92,26.56,530026,7/10/2022 20:01
"Franchise Group, Inc. (XNAS:FRGAP)",Specialty Retailers,23.1,23.18,5882,7/10/2022 20:00
"FORGE GLOBAL HOLDINGS, INC. (XNYS:FRGE)",Financial Technology (Fintech) & Infrastructure,1.41,1.45,1388477,7/10/2022 23:52
"FIESTA RESTAURANT GROUP, INC. (XNAS:FRGI)",Hotels & Entertainment Services,6.67,6.85,32044,7/10/2022 20:00
"Freight Technologies, Inc. (XNAS:FRGT)",Freight & Logistics Services,0.41,0.45,86398,7/10/2022 22:43
FREEDOM HOLDING CORP. (XNAS:FRHC),Investment Banking & Investment Services,50.97,53.18,80030,7/10/2022 20:36
Fortune Rise Acquisition Corp (XNAS:FRLA),Holding Companies,10.17,10.16,23181,5/10/2022 20:00
FORTUNE RISE ACQUISITION UNT (XNAS:FRLAU),#FIELD!,10.2,10.17,560,5/10/2022 20:00
FREELINE THERAPEUTICS HOLDINGS PLC (XNAS:FRLN),Biotechnology & Medical Research,0.71,0.73,29937,7/10/2022 22:39
FIRST MERCHANTS CORPORATION (XNAS:FRME),Banking Services,39.72,40.78,178488,7/10/2022 20:01
FIRST MERCHANTS CORPORATION (XNAS:FRMEP),Banking Services,25.77,25.8,427,7/10/2022 20:00
FRONTLINE LTD. (XNYS:FRO),Oil & Gas Related Equipment and Services,10.89,10.78,4017916,7/10/2022 23:10
JFROG LTD (XNAS:FROG),Software & IT Services,23.59,25.25,704874,7/10/2022 21:22
Frontier Acquisition Corp (XNAS:FRON),Holding Companies,9.93,9.94,94255,7/10/2022 20:00
FRONTIER ACQUISITION UNT (XNAS:FRONU),#FIELD!,9.95,9.94,5908,7/10/2022 20:00
"FRP HOLDINGS, INC. (XNAS:FRPH)",Holding Companies,54.86,55.07,11157,7/10/2022 20:01
"FRESHPET, INC. (XNAS:FRPT)",Food & Tobacco,60.21,60.39,1543048,7/10/2022 23:54
FIRST RESERVE SUSTAINABLE GROWTH CORP. (XNAS:FRSG),Holding Companies,9.84,9.84,53327,7/10/2022 20:00
FIRST RESERVE SUSTAINABLE GROWTH UNT (XNAS:FRSGU),#FIELD!,9.81,9.82,1470,3/10/2022 17:36
FRESHWORKS INC. (XNAS:FRSH),Software & IT Services,13.66,14.67,1800549,7/10/2022 20:29
Primis Financial Corp. (XNAS:FRST),Banking Services,12.06,12.36,35209,7/10/2022 20:01
FORESIGHT AUTONOMOUS HOLDINGS LTD (XNAS:FRSX),Software & IT Services,0.54,0.54,132604,7/10/2022 21:49
FEDERAL REALTY INVESTMENT TRUST (XNYS:FRT),Residential & Commercial REIT,90.55,91.94,768319,7/10/2022 23:00
"FRESH TRACKS THERAPEUTICS, INC. (XNAS:FRTX)",Biotechnology & Medical Research,1.95,1.97,175889,7/10/2022 20:00
